318.1648827,246.9450543,327.8332183,255.525168,337.5994527,320.8264072,285.9707521,220.9416431,231.3106289,218.7473216,228.5487809,231.4740262,261.8658478,314.3946764,260.0292617,319.4978241,329.468469,376.9639687,268.1482775,399.1345741,353.1292239,442.419824,230.2149176,455.5728936,0
237.9448869,164.2233554,238.0852383,168.0657071,267.463035,224.7691057,265.4924003,239.4173456,320.4464069,252.301222,325.004651,255.4101107,139.7035506,230.2791677,157.8167862,233.1189506,193.880943,306.8940601,219.0424064,306.9847398,387.3299793,52.77031022,132.4246869,379.0024623,0
217.5775189,190.5689332,183.3569735,192.4190964,228.3737593,253.5006441,155.1096277,254.6343305,231.3173828,287.6729124,188.8293904,300.4797506,153.532769,279.2744274,122.3037822,269.0632695,182.4140872,329.7529715,178.6446224,332.2333167,130.5798929,408.9862559,123.0546001,410.404732,0
176.6357403,176.8415072,147.7704231,193.8331559,189.3587248,239.3391098,159.5217966,249.612789,203.2395551,283.9947623,190.5919486,293.978965,138.5883503,284.0521319,121.7882225,283.7523224,152.7983319,349.3128856,160.9235605,352.7608591,99.97063835,414.38397,99.03359555,414.9305796,0
143.283055,169.333358,130.1992903,172.972913,145.3515997,215.2880354,187.8676985,37.35547087,179.137213,247.2324608,174.9586942,251.4146471,90.02559368,225.914417,67.27854575,221.3830386,120.1687307,266.0523369,115.4913877,265.0846858,88.10542915,318.523724,83.12965666,320.93319,0
134.88041,145.7905806,130.0218319,153.5287272,124.7651887,193.7506304,135.5571182,209.4129323,158.5806616,220.7819675,160.4481819,222.8214466,79.89116497,224.0161065,68.38161641,225.2203844,99.21474288,275.0474639,102.6239708,274.1149735,76.902294,319.0245186,74.44612169,316.6927623,0
303.3959288,196.0180065,253.1463359,187.6029126,336.654002,269.981377,178.3473743,162.8046102,330.512837,288.7032607,202.9344418,192.4755797,138.4858802,215.3567706,171.2025455,223.3504518,200.2441469,295.6324475,225.5788903,297.7073111,164.9467249,377.8058341,171.091781,380.7955694,1
186.1088906,180.3620059,205.0670528,199.4380739,179.7924332,243.7921397,205.4260455,280.0047035,256.5235458,338.6055538,256.0361922,340.5803128,94.00930896,260.1327928,95.97363833,260.9496046,173.9983341,322.3937015,174.6869255,325.2682616,138.7756393,415.8339248,151.6078749,417.6680607,1
182.7311261,155.8558293,201.5404129,159.8223375,115.3480119,141.3475087,123.232878,149.0939748,69.36721368,134.1994993,60.03569714,129.9551778,94.76593237,209.77176,114.9118738,217.5997133,140.8691252,301.5373878,170.3928258,294.6784581,119.2209022,375.6004521,136.4439612,373.6241352,1
233.3528042,261.5348874,219.2283621,245.0521292,154.0036616,195.507661,143.5087633,178.2653058,104.5725431,169.1817883,107.7385965,167.8441509,107.8844403,287.2567628,115.0021438,292.18169,145.9419227,374.9230444,153.7656662,368.7926306,124.3615269,457.7341812,119.2252862,460.6989309,1
